Waktu Tweet,Username,Tweet,Sentimen
2022-06-19 02:49:26,buton bersatu,menyikapi isu hepatitis akut misterius pancasila satukan nusantara lebih lanjut baca disini ,Positive
2022-06-19 02:42:58,indriani,hoax hepatitis akut pada anak akibat vaksin covid pancasila satukan nusantara ,Positive
2022-06-19 02:42:22,indriani,tidak ada kaitan antara vaksinasi covid dengan penyakit hepatitis akut pada anak pancasila satukan nusantara ,Positive
2022-06-19 02:42:19,hanni handayani,anak anak diberikan imunisasi dasar lengkap hepatitis poliomyelitis tuberculosis bcg difteri dpt pertusis dpt tetanus dpt pnuemonia dan meningitis hib dan campak sehingga anak tetap sehat untuk dirinya dan lingkungannya basmistunting,Positive
2022-06-19 02:39:05,bengkuluindonesia, menyikapi isu hepatitis akut misterius pancasila satukan nusantara ,Positive
2022-06-19 02:36:45,axelaxis, menyikapi isu hepatitis akut misterius pancasila satukan nusantara,Positive
2022-06-19 02:36:34,lord zuko,menyikapi isu hepatitis akut misterius ,Positive
2022-06-19 02:30:57,sutansegeh,vaksin covid telah teruji amp terjamin aman serta sertifikasi mui tidak ada kaitan hepatitis akut pancasila satukan nusantara ,Positive
2022-06-19 02:19:17,cak cilik, pancasila satukan nusantara waspada hoax vaksinasi covid tak terkait dengan hepatitis akut ,Positive
2022-06-19 02:11:04,indriani,waspada hoax vaksinasi covid tak terkait dengan hepatitis akut pancasila satukan nusantara ,Positive
2022-06-19 02:05:17,semangka bulet,yuk kita baca ini agar tidak terhasut pancasila satukan nusantara cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ,Neutral
2022-06-19 02:00:07,eka silawati, disinformasi vaksin mrna menyebabkan hepatitis pada anak pancasila satukan nusantara ,Negative
2022-06-19 01:49:16,✎ . .🅷🅸🅶🅰️🅼, vaksin covid untuk anak aman sudah terbukti program vaksinasi pelajar tahun kemarin hepatitis tidak ada kaitannya dengan vaksin tangkalhoaxvaksincovid indonesiaopen2022,Positive
2022-06-19 01:47:50,sabardjatmiko, lgbt itu info kan penyakit yang timbul hiv hepatitis sifilis dll bahkan penyuka sesama jenis itu bisa bunuh orang itu penyakit mental senior saya orangnya gemulai terang2an suka sama laki2 tapi dia tahu efeknya buruk buat kesehatan sekrg sdh punya anak ,Negative
2022-06-19 01:28:18,entien _ ajach 🐀,awas hoax adenovirus vaksin astrazeneca bukan pemicu hepatitis akut kita harus waspada dengan beredarnya berita hoax terkait vaksin dan faktanya hepatitis merupakan penyakit organ hati yang disebabkan oleh banyak hal tangkalhoaxvaksincovid indonesiaopen2022 ,Positive
2022-06-19 01:25:24,ıʇɐɥıʞɐʞuɐʇɐʇɐɔ,awaas hoax adenovirus vaksin astrazeneca bukan pemicu hepatitis akut pada anak vaksin digunakan sudah sesuai dgn ktentuan who dan pastinya aman karena sudah teruji secara klinis yuk segera lengkapi dosisi vaksinmu tangkalhoaxvaksincovid indonesiaopen2022 ,Positive
2022-06-19 01:20:03,🛩️ pesawat kertas 💕, vaksin covid tidak ada kaitannya dengan hepatitis misterius tangkalhoaxvaksincovid indonesiaopen2022,Neutral
2022-06-19 01:17:42,putri,jgn percaya hoax faktanya vaksin covid bukan penyebab hepatitis akut tangkalhoaxvaksincovid indonesiaopen2022 ,Positive
2022-06-19 01:14:07,loli,awas hoax adenovirus vaksin astrazaneca bukan pemicu hepatitis peneliti astrazaneca asal indonesia hepatitis akut merupakan penyakit organ hati yang banyak disebabkan oleh gaya hidup yang tidak sehat lawan pandemi tangkalhoaxvaksincovid indonesiaopen2022 ,Positive
2022-06-19 01:10:51,pelita bangsa,vaksin covid bukan penyebab hepatitis akut tangkalhoaxvaksincovid indonesiaopen2022 ,Positive
2022-06-19 01:10:14,ricka dinar kesuma, aku sblm nikah mens lancar konsul obgyn sekalian premarital tes dan vaksin hepatitis dan hpv lumayan pricey utk premarital ini ,Positive
2022-06-19 00:53:45,🛩️ pesawat kertas 💕,prof hanifah menyampaikan bahwa sampai saat ini juga belum ada bukti yang menunjukkan adanya kaitan penyakit hepatitis akut yang belum diketahui penyebabnya dengan virus covid melainkan adanya kejadian yang koinsiden bersamaan tangkalhoaxvaksincovid indonesiaopen2022 ,Positive
2022-06-18 23:37:02,hafiz mercier ☭, jangkitan virus hepatitis adalah risk factor untuk liver cancer dan kebayakanan liver cancer berpunca dari virus hepatitis carian google ,Neutral
2022-06-18 19:58:23,karissa sharlotte 😈🎀 metanoiaid,ciri ciri kamu terkena stumblephobia symptoms mual muntah hepatitis bronkitis paleokitis maupipis yanfeimanis ,Neutral
2022-06-18 16:46:03,perempuanpengeluh,pagi aku pulang untuk sekolah dan siang hingga malam aku berangkat rumah sakit begitu terus sampai ujian selesai ternyata bapak diagnosis hepatitis waktu itu aku masih yakin bapak akan sembuh ,Neutral
2022-06-18 15:10:36,tribunbali,penyakit hepatitis misterius bisa serang anak kok bisa ini penjelasannya via ,Positive
2022-06-18 15:04:21,nusantara bicara,vaksin covid timbulkan gejala hepatitis adalah hoaks ,Neutral
2022-06-18 14:27:59,haibunda,hingga saat ini penyebab hepatitis akut misterius belum diketahui secara pasti ada beberapa dugaan penyebabnya dan gejala pada anak yang perlu bunda waspadai ,Positive
2022-06-18 12:04:21,gulasemangka,covid sedikit tenang hepatitis tanpa sebab sedikit tenang rabies malah menghantui ingat jangan lupa penanganan awal gigitan hewan penular rabies var akan diberikan sesuai indikasi dan berikan informasi jujur dan jelas pada nakes dan disnak ,Positive
2022-06-18 11:54:39,guru bk (taylor's ver.) 🧣, iku hepatitis ,Neutral
2022-06-18 10:33:46,ayu soenaryo, yaowoh udah berapa tahun mbakmami pindah jogja masih ada aja vivax nya aku selama ini pernah rekuren terakhir malaria itu hajar primakuin dosis dobel dan berujung hepatitis tapi seenggaknya kumat malarianya,Neutral
2022-06-18 09:35:47,00.02,kopi org pulak tiup c19 adenovirus hepatitis herves hpv masuk smua gelas ,Neutral
2022-06-18 09:30:48,🕊 ksg., kenapa hepatitis ,Neutral
2022-06-18 06:55:38,togusijuntak, waspada hoax hepatitis,Neutral
2022-06-18 06:42:08,komite akreditasi nasional,hallo rekan baru baru ini kita mendengar hal terkait penyakit hepatitis misterius yang melanda indonesia supaya penasaran yuk simak detail video penjelasan dari ahli bawah ini bangkitkan penyakithepatitis waspadahepatitis kan bsn ,Positive
2022-06-18 06:11:01,ravi prakash sharma, namaste sir kya hepatitis vaccine liye paise dene padte hai rupees primary school camp lgakr lgaya jata hai and registration fee please reply sir ,Positive
2022-06-18 05:56:04,rsud kota bandung,ayo kita cegah karena siapapun kapanpun dan dimanapun bisa saja terinfeksi hepatitis virus salam sehat sehat bersama kami unit pkrs rsud kota ,Positive
2022-06-18 05:55:51,rsud kota bandung,halo sahabat sehat hepatitis virus adalah penyakit menular dalam bentuk peradangan pada organ hati kondisi ini bisa terjadi karena infeksi virus sangat penting untuk kita mengetahui tentang hepatitis virus ini dan kenali gejalanya agar kita mampu mencegahnya ,Positive
2022-06-18 05:35:23,isyana hutagaol, waspadai hoax hepatitis,Neutral
2022-06-18 05:13:11,paluuketokk,hepatitis bukan dari vaksin ikn cermin kemajuan ,Neutral
2022-06-18 05:02:04,hendri syahrizal,hepatitis tidak ada hubungannya dengan vaksinasi covid ikn cermin kemajuan ,Positive
2022-06-18 04:51:06,ekosarminola,vaksinasi covid tidak terkait dengan hepatitis akut ikn cermin kemajuan ,Positive
2022-06-18 04:39:38,joappa,tidak ada kaitan antara vaksinasi covid dengan penyakit hepatitis akut pada anak ikn cermin kemajuan ,Positive
2022-06-18 04:39:30,murianews,mungkinkah hepatitis akut misterius jadi pandemi selengkapnya klik tautan berikut ini kudus penyakit hepatitis hepatitisakut ,Positive
2022-06-18 04:39:16,joappa,waspada hoaks yang mengaitkan vaksinasi covid dengan hepatitis akut ikn cermin kemajuan ,Positive
2022-06-18 04:29:32,kilas balik, waspada hoax vaksin covid tak terkait dengan hepatitis akut ikn cermin kemajuan,Positive
2022-06-18 04:25:32,i love nkri,hepatitis akut tak terkait dengan vaksin covid ikn cermin kemajuan ,Positive
2022-06-18 04:19:36,yuni marisa,ikn cermin kemajuan tidak ada kaitan antara vaksinasi covid dengan penyakit hepatitis akut pada anak ,Positive
2022-06-18 04:19:10,yuni marisa,ikn cermin kemajuan kasus hepatitis akut berkaitan dengan vaksinasi covid ,Positive
2022-06-18 04:18:53,yuni marisa,ikn cermin kemajuan vaksinasi covid tidak terkait dengan hepatitis akut ,Positive
2022-06-18 04:17:45,yuni marisa,ikn cermin kemajuan hepatitis akut tak ada hubungan dengan vaksin covid ,Positive
2022-06-18 04:17:30,yuni marisa,ikn cermin kemajuan waspada hoax hepatitis ,Neutral
2022-06-18 04:06:53,rizki astuti,waspada hoax hepatitis akut tidak ada kaitannya dengan vaksin ikn cermin kemajuan ,Positive
2022-06-18 04:06:19,virnia, waspada hoax hepatitis ikn cermin kemajuan,Neutral
2022-06-18 03:58:03,angahbungas,ikn cermin kemajuan bahayanya hepatitis ,Positive
2022-06-18 03:56:39,danis,waspada hoax hepatitis ikn cermin kemajuan ,Neutral
2022-06-18 03:50:59,🌸🏴,keep reminding myself that bad day shall pass but question apa bad daynya hari2 sama bahagia aku dah kenalpasti since every end the year buat medical check aku kena cucuk hepatitis sebab too low for age tula punca aku selalu penat,Negative
2022-06-18 03:36:07,oi coffe,penyakit hepatitis tak ada kaitannya ikn cermin kemajuan ,Neutral
2022-06-18 03:31:36,meylita_apriliani,hepatitis tidak disebabkan dari vaksinasi jangan percaya berita hoax ikn cermin kemajuan ,Neutral
2022-06-18 03:28:20,anissa billa,tidak ada kaitan antara vaksin covid dengan hepatitis pada anak ikn cermin kemajuan ,Neutral
2022-06-18 03:28:17,anissa billa,hepatitis akut tak ada hubungan dengan vaksin covid ikn cermin kemajuan ,Positive
2022-06-18 03:28:08,hyeri., burungmu lagi hepatitis ,Neutral
2022-06-18 03:27:33,coffe.latte,tak ada yang namanya berkaitan dengan hepatitis ikn cermin kemajuan ,Neutral
2022-06-18 03:05:37,sutansegeh,vaksin covid telah teruji amp terjamin aman serta sertifikasi mui tidak ada kaitan hepatitis akut ikn cermin kemajuan ,Positive
2022-06-18 03:03:11,putput, disinformasi vaksin mrna menyebabkan hepatitis pada anak 2022 ikn cermin kemajuan ,Neutral
2022-06-18 03:00:21,terpesonna,kemenkes mengingatkan masyarakat untuk mewaspadai keberadaan berita hoaks mengenai hepatitis akut ikn cermin kemajuan ,Positive
2022-06-18 03:00:01,tvonenews,waspada bunda belakangan ini hepatitis akut jadi wabah yang meresahkan yuk kenali apa itu hepatitis gejala dan cara pencegahannya yaa seperti gambar atas morinagachilgo enakbernutrisi hepatitis waspadahepatitis ,Positive
2022-06-18 02:52:45,sutarmahakam,vaksinasi covid19 tidak terkait dengan hepatitis akut ikn cermin kemajuan ,Positive
2022-06-18 02:39:08,tata pratiwi,tidak ada kaitannya vaksin covid dengan hepatitis ikn cermin kemajuan ,Positive
2022-06-18 02:35:11,gud nius,hepatitis anak sama sekali tidak berkaitan dengan vaksin covid ikn cermin kemajuan ,Neutral
2022-06-18 02:30:47,kbksa,pada hari ini kami akan membuat saringan hiv sifilis dan hepatitis secara percuma klinik kesihatan kuala lumpur dari pagi petang jangan risau segala prosedur adalah sulit marilah datang beramai ramai ,Negative
2022-06-18 02:13:30,yolanda,kasus hepatitis akut tak berkaitan dengan vaksinasi covid kita harus bijak dalam mengonsumsi informasi media sosial ikn cermin kemajuan ,Positive
2022-06-18 02:11:52,salsa ariska,hepatitis tidak ada kaitannya dengan vaksin covid ikn cermin kemajuan ,Neutral
2022-06-18 02:11:45,carl the smart guy,gak nyambung vaksinasi dan hepatitis ikn cermin kemajuan ,Neutral
2022-06-18 02:05:41,tilik telisik,waspada hoaks terkait kasus hepatitis misterius pada anak ikn cermin kemajuan ,Positive
2022-06-18 02:05:06,rahma_andini,vaksinasi tidak terkait hepatitis akut jadi anak anak tidak perlu ragu ataupun takut ikn cermin kemajuan ,Positive
2022-06-18 02:01:46,aditya rahman,vaksin covid tak terkait dengan hepatitis ikn cermin kemajuan ,Neutral
2022-06-18 01:57:06,danu.,waspada hoax vaksin covid tak terkait dengan hepatitis akut ikn cermin kemajuan ,Positive
2022-06-18 01:41:07,el profe ☭ⓐ🚩🏴,hepatitis gang ,Neutral
2022-06-17 23:36:14,rsia kartika surabaya,penyakit hepatitis akut yang belum diketahui penyebabnya pertama kali ditemukan inggris raya pada april 2022 tetap jaga kesehatan dan kebersihan agar terhindar dari penyakit hepatitis virushepatitis hepatitismisterius hepatitispadaanak penyakithepatitis ,Positive
2022-06-17 22:31:31,dokter tifa,prediksi sdh saya sampaikan sejak awal tahun 2021 akan banyak kematian mendadak pasca covid19 namanya macam2 sads scd hepatitis cacar cancer dll dsb saya adl prediktor berbasis bukti ilmiah amp teguh bersandar quran bukan asal meramal ,Neutral
2022-06-17 15:10:04,ristha adis, mungkin bisa jadi tambahn dulu aku pernah sakit jalur makan tidak teratur istirahat yang kurang karena lembur dan nongki dan stress kalau nggak salah karena ini juga aku sempat kena hepatitis non reaktif kata dokter sudah sembuh tampi tetap terdeteksi ,Negative
2022-06-17 14:07:50,rey,disna cek darah lengkap gula kolesterol urin ekg jantung tensi rotgen paru tes hiv hepatitis dll hasilny bagus semua semuanya normal knp bisa turun 7kg scepat itu you know the reason why but you never know the story behind ,Positive
2022-06-17 14:00:27,arina hasna, ners bahas hepatitis dong,Neutral
2022-06-17 13:58:29,진 ᶬ,jawabannya hepatitis 100 point point point buat yang jawab bener tambahin point ,Neutral
2022-06-17 13:53:44,daniel ᶬ #fridayapproche,itseokjinkim ganteng saya tau jawabannya pasti hepatitis ,Neutral
2022-06-17 13:53:11,🍳멍믕지 ᶬ,itseokjinkim ganteng saya tau jawabannya hepatitis ,Neutral
2022-06-17 12:24:32,farmacora, hepatitis hepatitis adalah penyebab kanser hati yang paling utama dan disebabkan itu bayi akan diberi vaksin seawal usia utk elakkan berlaku kelak sangat bahaya buat bayi amp kanak2 tapi kurang bahaya kpd org dewasa kerana mereka boleh melawan jangkitan ini sendiri ,Positive
2022-06-17 10:26:00,urang sunda pituin, lho sgpt sgot spilis atau hepatitis setau yang pernah sakit apa pun dan liat hasil lab itu sakit hepatitis maaf klo salah ,Negative
2022-06-17 10:13:49,rsurachmidewi,yuk belajar lebih sehat lagi agar tubuh lebih siap menghadapi virus virus yang ada hepatitis hepatitismisterius hepatitisakut ,Positive
2022-06-17 10:06:57,mrs. sulistio,setau gua klw cek kesehatan tuh cuma tes darah urine sama suntik hepatitis doang eehhh ini gua malah dapet resep dokter juga ,Positive
2022-06-17 08:56:16,acaa — cek pinned !,skrg tequilla kena hepatitis grgr hook stranger anjing ,Neutral
2022-06-17 08:07:09,riski rizal wahyudi,selamat pagi majalah family vol juni 2022 sudah hadir hdi one yang menyajikan artikel seputar kesehatan seperti penyakit hepatitis yang menyerang anak anak tips menjaga imunitas usia senja dan cara menjaga mikrobioma tetap sehat selamat membaca ,Positive
2022-06-17 07:25:57,arif bijaksana,vaksin tak picu hepatitis pada anak ikn sejahterakan negeri ,Neutral
2022-06-17 07:00:13,bingsu🍨, kena hepatitis sama gagal ginjal ,Negative
2022-06-17 06:49:13,-,kesian ini orang penyakit hati akut tihati hepatitis bebs ,Positive
2022-06-17 06:08:14,rs universitas brawijaya,protokol kesehatan covid19 ternyata bisa untuk cegah infeksi hepatitis akut lho yuk selalu jaga kesehatan kalian untuk hidup lebih sehat newsinfo hepatitisakut hepatitis ,Positive
2022-06-17 05:52:48,tyr 🌱🐝,baru nyadarnya pas liat kulit temen jauh lebih terang dan keliatan kuning bukan karena hepatitis ternyata warm undertone itu kayak gitu terus kuliat2 tanganku waktu motoran bawah sinar matahari kok keliatan pink ,Positive
2022-06-17 04:53:57,chongderella,jangan lupa datang untuk check status hepatitis anda mega cbt nanti book slot walk pun dialu alukan ,Neutral
2022-06-17 04:45:47,dirga nusantara, waspada hoax vaksinasi covid tak terkait dengan hepatitis akut ikn sejahterakan negeri,Positive
2022-06-17 04:37:30,aldho priskap, disinformasi vaksin mrna menyebabkan hepatitis pada anak 2022 ikn sejahterakan negeri riaudamai ,Neutral
2022-06-17 04:34:46,julia novita,waspada hoax vaksinasi covid tak terkait hepatitis akut ikn sejahterakan negeri ,Positive
2022-06-17 04:34:06,chongderella, free sahaja kalau nak ambil test kit hiv gen ataupun hepatitis then ada bayaran otherwise semua percuma,Positive
2022-06-17 04:29:50,rivai hamdan, sudah pasti aman dan teruji sih klo vaksin covid selama ini ada yang nyebarkan hoax lho kalo vaksin itu penyebab hepatitis akut itu gak ada ilmiahnya cmn seneng aja pemerintah ini berhasil tangani pandemi dengan vaksinasi ikn sejahterakan negeri ,Positive
2022-06-17 04:29:40,srikandi wulandari, hepatitis akut tidak ada kaitan dgn vaksin paham itu ikn sejahterakan negeri,Positive
2022-06-17 04:28:33,kata media, waspada provokasi kelompok kepentingan yang mengaitkan hepatitis akut dengan vaksinasi covid pada anak ikn sejahterakan neger,Positive
2022-06-17 04:22:00,sagaspok, vaksin covid sama sekali tidak sebabkan hepatitis akut ikn sejahterakan negeri,Positive
2022-06-17 04:16:49,asgas, tidak benar jika vaksin menyebabkan hepatitis pada anak vaksinasi covid sudah terbukti aman dan bermanfaat ikn sejahterakan negeri,Positive
2022-06-17 04:13:59,infoterkini, waspada hoax vaksinasi covid tak terkait dengan hepatitis akut ikn sejahterakan negeri ,Positive
2022-06-17 04:10:20,arief kurnia96, vaksin tidak menyebabkan hepatitis akut pada anak ikn sejahterakan negeri,Positive
2022-06-17 04:09:19,busurpanah, disinformasi vaksin mrna menyebabkan hepatitis pada anak ikn sejahterakan negeri ,Neutral
2022-06-17 04:07:35,talenan,hati hati ama hoax vaksinasi covid untuk anak ada kaitannya ama penyakit hepatitis akut terjadi belakangan ini ikn sejahterakan negeri ,Positive
2022-06-17 04:06:33,anaq pungut😩, hepatitis dong,Neutral
2022-06-17 04:03:09,luis chaniago,sudah banyak ahli yang mengatakan bahwa hepatitis tidak terkait dengan hepatitis akut ikn sejahterakan negeri ,Positive
2022-06-17 03:57:39,sutansegeh,vaksin covid telah teruji amp terjamin aman serta sertifikasi mui tidak ada kaitan hepatitis akut ikn sejahterakan negeri ,Positive
2022-06-17 03:45:46,jarum suntik vaksin,adenovirus vaksin astrazeneca picu hepatitis akut peneliti buka suara ikn sejahterakan negeri ,Positive
2022-06-17 03:41:53,., seru banget kalau ada hepatitis misterius dan covid naik ,Positive
2022-06-17 03:41:17,lale handayani, waspadai provokasi hoax vaksin pada anak berbahaya ikn sejahterakan negeri ,Neutral
2022-06-17 03:39:08,abdul jaya,waspada hoax vaksin tak terkait hepatitis akut ikn sejahterakan negeri ,Positive
2022-06-17 03:39:01,abdul jaya,adenovirus vaksin astrazeneca picu hepatitis akut ikn sejahterakan negeri ,Positive
2022-06-17 03:28:09,andii, waspada provokasi kelompok kepentingan yang mengaitkan hepatitis akut dengan vaksinasi covid pada anak ikn sejahterakan negeri,Positive
2022-06-17 03:23:52,danilla hasan, disinformasi vaksin mrna menyebabkan hepatitis pada anak 2022 ikn sejahterakan negeri ,Neutral
2022-06-17 03:23:03,feon, tidak betul jika vaksin sebabkan hepatitis pada anak akut ikn sejahterakan negeri,Positive
2022-06-17 03:22:00,gsag, vaksin covid sama sekali tidak sebabkan hepatitis akut ikn sejahterakan neger,Positive
2022-06-17 03:21:05,cindy wertadi,vaksin covid bukan penyebab munculnya hepatitis ikn sejahterakan negeri ,Neutral
2022-06-17 03:19:19,#sayasudahdivaksin, vaksin covid anak aman waspada provokasi kelompok kepentingan yang mengaitkan hepatitis akut dengan vaksinasi covid pada anak ikn sejahterakan negeri,Positive
2022-06-17 03:13:50,hmkm_umg,perizinan peran swasta dan pembiayaan dampak dari pengelolaan limbah medis yang tidak terkelola dengan baik dapat menimbulkan dampak lingkungan seperti pencemaran lingkungan termasuk dampak kesehatan seperti tertusuk benda tajam hepatitis bahkan hiv,Negative
2022-06-17 02:57:23,pace julvri, disinformasi vaksin mrna menyebabkan hepatitis pada anak 2022 ikn sejahterakan negeri,Neutral
2022-06-17 02:49:34,ayam jago,penyebab munculnya hepatitis misterius dari faktor lain bukan dari vaksin ikn sejahterakan negeri ,Neutral
2022-06-17 02:49:29,doli siagian,waspada provokasi kelompok kepentingan yang mengaitkan hepatitis akut dengan vaksinasi covid pada anak ikn sejahterakan negeri ,Positive
2022-06-17 02:48:55,ayam jago, penyebab munculnya hepatitis misterius bukan karena vaksin ikn sejahterakan negeri,Neutral
2022-06-17 02:47:29,nadya_rahmaaa,vaksinasi covid tidak menyebabkan kasus hepatitis akut yang saat ini berkembang oleh sebab itu masyarakat diminta untuk mewaspadai hoax karena vaksin covid yang ada indonesia saat ini aman dan halal digunakan ikn sejahterakan negeri,Positive
2022-06-17 02:47:18,erie,waspada hoax vaksinasi covid tak terkait dengan hepatitis akut ikn sejahterakan negeri ,Positive
2022-06-17 02:45:22,kelurahan garuda,giat seklur garuda mengikuti kegiatan sosialisasi hepatitis akut pada anak dari pkk kelruaahn garuda aula kel garuda kamis juni 2022 kantor lurah garuda ,Positive
2022-06-17 02:42:00,lalalanina55,adenovirus vaksin astrazeneca picu hepatitis akut ini faktanya ikn sejahterakan negeri ,Positive
2022-06-17 02:41:45,narasi indonesia,vaksinasi covid tidak sebabkan hepatitis akut ikn sejahterakan negeri ,Positive
2022-06-17 02:30:37,humas_polreslahat,maraknya penyakit hepatitis yang menyerang anak orang tua harus waspada menjaga kebersihan anak yuk cegah gejala hepatitis akut pada anak dengan tips berikut cegahhepatitis hepatitisakut hepatitispadaanak ,Positive
2022-06-17 02:25:25,amoi kurau,waspada hoax tidak ada korelasi antara hepatitis dengan vaksin korona ikn sejahterakan negeri ,Neutral
2022-06-17 02:20:10,elina azkia,awas hoax adenovirus divaksinasi astrazeneca bukan pemicu hepatitis akut ikn sejahterakan negeri ,Positive
2022-06-17 02:19:20,askadi pijay,ikn sejahterakan negeri jangan percaya hoax vaksin covid tidak sebabkan hepatitis ,Neutral
2022-06-17 02:16:51,ujang frusciante,ikn sejahterakan negeri waspada informasi hoax terkait penyakit hepatitis yang disebabkan vaksin covid ,Neutral
2022-06-17 02:14:14,hermionne,ikn sejahterakan negeri waspada disinformasi dan hoax terkait penyakit hepatitis ,Neutral
2022-06-17 02:12:54,anisa cenceni, disinformasi vaksin mrna menyebabkan hepatitis padaaaa anak ikn sejahterakan negeri ,Neutral
2022-06-17 02:12:14,suparman,tidak benar jika vaksin menyebabkan hepatitis pada anak vaksinasi covid untuk anak upaya lindungi anak indonesia ikn sejahterakan negeri ,Negative
2022-06-17 02:09:13,snow white,vaksin astrazeneca bukan pemicu hepatitis akut ikn sejahterakan negeri ,Positive
2022-06-17 02:03:05,dindu nuffin,kandungan adenovirus pada vaksin covid bukan penyebab munculnya hepatitis misterius ikn sejahterakan negeri ,Neutral
2022-06-17 02:00:00,duah menaria,vaksin covid anak aman waspada provokasi kelompok kepentingan yang mengaitkan hepatitis akut dengan vaksinasi covid pada anak ikn sejahterakan negeri ,Positive
2022-06-17 01:45:06,sunday🌏,sini konten nct datang aja barengan gue gak takutt gue udah vaksin covid udah vaksin hepatitis juga sini maju aja barengan gapapa,Positive
